Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	"Nucleus DAPI (DAPI) Min (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Mean (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Max (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Total (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Min (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Max (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Total (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Min (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Max (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Total (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Min (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Max (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Total (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Min (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Mean (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Max (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Total (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Min (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Max (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Total (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Min (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Mean (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Max (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Total (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Min (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Max (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Std Dev (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Total (Normalized Counts, Total Weighting)"	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.6781.17769
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	CD20	all	1	856768	1.2							101	0.01%					0.234	1.216	2.045	#N/A	122.782	0	1.214	3.381	#N/A	122.628	1.857	5.625	17.214	#N/A	568.086	0	0	0.012	#N/A	0.018	0.059	0.246	0.763	#N/A	24.878	0	0.308	1.984	#N/A	31.147	9.504	14.764	21.323	#N/A	1491.148	3.8	4.883	6.739	#N/A	493.172		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	CD4	all	1	856768	1.2							25	0.00%					0.862	2.857	4.982	#N/A	71.418	2.706	4.849	6.551	#N/A	121.219	0	0.059	0.205	#N/A	1.485	0	0.015	0.099	#N/A	0.375	0.161	0.381	0.542	#N/A	9.521	0.231	2.624	5.271	#N/A	65.611	5.237	11.008	16.234	#N/A	275.191	4.079	6.036	8.781	#N/A	150.908		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	CD68	all	41	856768	47.9							6087	0.71%					0	2.839	10.525	1.194	17278.66	0	0.978	9.828	0.498	5951.523	0	0.158	15.457	0.473	961.719	0	0.004	1.055	0.005	21.559	0	1.012	4.799	0.463	6162.331	0	9.505	47.949	4.837	57857.522	0	5.675	26.546	3.383	34544.578	1.85	5.784	13.181	1.034	35204.725		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	CD8	all	6	856768	7							672	0.08%					0.769	5.78	12.623	1.186	3884.254	0	0.152	1.936	0.109	102.205	0	0.293	5.481	0.339	196.762	0	0.574	2.773	0.268	385.563	0	0.393	1.774	0.142	264.127	0.022	2.313	16.606	1.176	1554.627	0.188	2.392	9.366	0.657	1607.635	1.849	6.495	11.1	0.786	4364.862		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	FoxP3	all	1	856768	1.2							47	0.01%					1.122	3.77	5.867	#N/A	177.195	0.474	0.997	2.85	#N/A	46.837	0	0.014	0.158	#N/A	0.652	0	0.001	0.039	#N/A	0.052	0.276	0.529	1.286	#N/A	24.863	0.635	4.176	8.56	#N/A	196.278	3.91	10.329	18.92	#N/A	485.485	4.996	7.643	10.192	#N/A	359.211		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	others	all	1140	856768	1330.6							211092	24.64%					0	3.107	19.145	1.599	655926.831	0	0.171	10.404	0.283	36163.029	0	0.077	22.793	0.283	16206.892	0	0.038	3.314	0.084	8062.172	0	0.103	11.481	0.157	21734.587	0	0.518	19.891	1.251	109416.673	0	9.272	47.14	4.919	1957323.903	0.783	5.164	17.299	1.227	1090027.084		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	Treg	all	49	856768	57.2							4700	0.55%					0	3.362	13.493	1.862	15802.918	0	2.153	16.222	1.682	10117.698	0	0.803	19.403	1.019	3772.819	0	0.028	1.517	0.061	132.177	0	2.755	32.452	4.29	12946.479	0	3.841	22.188	3.368	18052.575	0	5.093	24.03	3.814	23935.848	1.698	5.826	13.755	1.476	27384.424		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Tumor	All	all	1275	856768	1488.2							224932	26.25%					0	3.115	19.145	1.608	700698.755	0	0.236	16.222	0.617	53026.218	0	0.097	22.793	0.389	21764.87	0	0.039	3.314	0.111	8776.932	0	0.184	32.452	0.966	41436.518	0	0.841	47.949	2.362	189228.727	0	9.054	47.14	4.879	2036466.183	0.783	5.203	17.299	1.249	1170216.665		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	CD20	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	CD4	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	CD68	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	CD8	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	FoxP3	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	others	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	Treg	all	0	3776	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Empty	All	all	1	3776	260							20	0.53%					1.092	2.907	4.445	#N/A	58.15	7.87	11.635	15.562	#N/A	232.704	0	0.094	0.445	#N/A	1.873	0	0.121	0.277	#N/A	2.426	0	0.072	0.233	#N/A	1.445	1.409	2.311	3.216	#N/A	46.218	0	0.267	0.75	#N/A	5.345	6.846	9.166	11.222	#N/A	183.312		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	CD20	all	115	83392	1379							10808	12.96%					0	3.293	10.95	1.469	35590.132	0	1.407	14.453	1.61	15202.073	0	12.501	43.63	6.267	135115.707	0	0.002	1.191	0.013	23.733	0	0.357	6.237	0.329	3858.405	0	2.023	21.637	1.748	21866.301	0	0.956	22.43	1.301	10334.86	1.658	7.601	16.883	1.725	82155.527		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	CD4	all	4	83392	48							185	0.22%					0	3.65	9.926	1.645	675.271	4.669	9.565	16.184	1.487	1769.542	2.17	6.871	22.397	3.363	1271.071	0	0	0.026	0	0.026	0	1.081	5.196	1.189	199.98	0.452	1.701	4.781	0.605	314.654	0	0.698	2.872	0.36	129.071	3.634	8.215	13.379	1.145	1519.77		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	CD68	all	1	83392	12							230	0.28%					0	1.936	3.863	#N/A	445.207	0.68	1.767	3.913	#N/A	406.448	0.873	2.26	11.136	#N/A	519.769	0	0.002	0.43	#N/A	0.432	0.587	1.287	2.912	#N/A	295.952	4.285	9.985	23.129	#N/A	2296.577	1.075	3.397	9.851	#N/A	781.378	3.752	5.465	7.028	#N/A	1256.918		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	CD8	all	0	83392	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	FoxP3	all	0	83392	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	others	all	16	83392	192							2079	2.49%					0	4.473	14.355	2.106	9298.595	0	0.439	5.962	0.232	911.772	0	2.715	25.165	1.448	5644.329	0	0.028	1.525	0.049	58.719	0	0.279	1.866	0.111	580.415	0	1.562	15.355	0.962	3247.547	0	2.123	21.921	2.71	4414.355	1.961	6.384	14.532	1.565	13272.363		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	Treg	all	83	83392	995							7865	9.43%					0	3.608	13.424	1.605	28376.315	0	1.86	10.794	1.614	14629.067	0	4.315	30.053	2.753	33939.979	0	0.006	1.376	0.018	47.349	0	0.715	28.399	1.946	5624.936	0	2.998	29.166	2.865	23580.51	0	1.544	25.58	1.847	12146.597	0.698	6.212	16.809	1.395	48856.157		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	Strama2	All	all	219	83392	2626							21167	25.38%					0	3.514	14.355	1.61	74385.519	0	1.555	16.184	1.922	32918.902	0	8.338	43.63	6.804	176490.856	0	0.006	1.525	0.021	130.259	0	0.499	28.399	1.244	10559.688	0	2.424	29.166	2.28	51305.588	0	1.314	25.58	1.682	27806.262	0.698	6.948	16.883	1.751	147060.735		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	CD20	all	171	2628288	65.06							15547	18.64%					0	3.424	15.184	1.542	53235.563	0	1.203	16.773	1.482	18703.781	0	11.566	43.63	6.295	179823.031	0	0.003	1.191	0.013	40.731	0	0.287	6.237	0.305	4464.456	0	1.608	21.637	1.603	24993.16	0	0.84	22.43	1.567	13052.362	1.658	7.491	16.883	1.699	116464.942		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	CD4	all	25	2628288	9.51							1695	0.10%					0	4.975	13.917	1.935	8433.201	1.123	6.588	19.943	1.893	11166.565	0	0.852	22.397	2.85	1443.915	0	0.051	1.787	0.071	86.954	0	0.301	5.196	0.552	510.701	0	1.666	12.948	1.844	2823.907	0	0.582	16.234	2.149	985.769	2.491	8.701	19.433	1.739	14747.421		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	CD68	all	65	2628288	24.7							9278	0.55%					0	3.171	11.872	1.245	29419.657	0	1.001	9.828	0.557	9289.845	0	0.169	15.457	0.465	1568.938	0	0.004	1.055	0.006	38.25	0	0.94	4.799	0.416	8725.639	0	8.817	47.949	4.309	81805.2	0	4.311	26.546	3.317	39994.324	1.85	6.211	16.448	1.131	57622.977		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	CD8	all	23	2628288	8.75							2037	0.24%					0	6.109	17.972	1.89	12443.365	0	0.537	9.623	0.775	1093.578	0	0.262	5.481	0.296	533.027	0	0.67	4.47	0.315	1364.438	0	0.324	1.774	0.196	660.897	0	1.774	16.606	1.468	3613.966	0	1.17	9.366	1.1	2384.102	1.849	7.445	19.447	1.587	15165.902		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	FoxP3	all	29	2628288	11							2392	0.28%					0.367	5.343	17.083	1.896	12779.577	0	1.028	7.582	0.726	2458.769	0	0.006	0.517	0.008	15.251	0	0.005	0.935	0.01	11.762	0	5.196	32.001	4.823	12429.416	0	0.259	8.56	0.761	618.802	0	0.667	18.92	1.9	1594.902	1.684	6.894	17.936	1.404	16490.624		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	others	all	2906	2628288	1105.7							377440	44.05%					0	3.505	21.799	1.918	1322771.676	0	0.179	12.052	0.345	67437.897	0	0.148	25.165	0.556	55881.981	0	0.038	3.314	0.08	14261.107	0	0.098	11.481	0.138	37155.229	0	0.522	19.891	1.047	197154.664	0	5.323	47.14	5.081	2008961.475	0.422	5.409	21.953	1.326	2041602.008		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	Treg	all	280	2628288	106.5							26602	31.90%					0	3.85	16.501	1.782	102413.341	0	2.027	16.222	1.563	53924.76	0	1.879	30.053	2.716	49989.102	0	0.023	1.517	0.069	622.706	0	1.599	32.773	3.017	42545.282	0	2.777	29.166	2.618	73881.929	0	1.835	25.58	2.428	48811.692	0.698	6.28	18.017	1.463	167067.665		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19670,50070].im3"	All	All	all	3550	2628288	1350.7							437771	51.10%					0	3.543	21.799	1.894	1551013.733	0	0.377	19.943	1.036	164865.504	0	0.661	43.63	3.133	289421.697	0	0.038	4.47	0.106	16638.777	0	0.244	32.773	1.117	106902.188	0	0.887	47.949	1.909	388146.253	0	4.873	47.14	4.791	2133172.833	0.422	5.584	21.953	1.466	2444698.562		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	CD20	all	34	1077536	31.6							2567	0.24%					0	3.647	13.68	1.664	9362.898	0	0.56	6.878	1.289	1438.14	0	5.699	30.981	6.135	14629.67	0	0.026	1.686	0.059	67.926	0	0.202	2.225	0.174	517.959	0	1.067	5.456	0.754	2738.881	0	0.491	7.704	0.562	1259.71	1.679	7.721	18.965	2.538	19818.887		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	CD4	all	32	1077536	29.7							1920	0.18%					0	4.941	15.941	2.358	9486.287	0.259	5.158	19.426	2.349	9903.236	0	0.023	0.791	0.027	44.919	0	0.052	0.615	0.05	100.676	0	0.421	8.297	1.116	808.785	0	1.897	18.286	2.649	3641.648	0	0.436	4.426	0.482	837.935	2.161	7.855	18.235	1.999	15081.207		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	CD68	all	96	1077536	89.1							10624	0.99%					0	3.442	14.075	1.396	36570.886	0	0.77	9.288	0.626	8177.682	0	0.015	9.167	0.048	157.939	0	0.007	0.861	0.025	75.422	0	0.737	3.21	0.289	7825.076	0	8.228	39.333	3.728	87414.348	0	1.923	10.752	0.883	20427.106	2.301	6.727	14.447	0.98	71465.576		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	CD8	all	19	1077536	17.6							1789	0.17%					0.216	5.691	14.273	2.251	10180.792	0	0.569	6.551	0.495	1017.073	0	0.084	1.711	0.071	150.241	0	0.438	3.219	0.237	782.844	0	0.214	1.019	0.102	382.686	0	1.148	10.123	0.989	2054.102	0	0.52	2.26	0.269	930.283	1.98	6.886	12.836	1.479	12318.425		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	FoxP3	all	25	1077536	23.2							1748	0.16%					0	4.663	16.306	2.213	8150.665	0	0.942	8.128	0.994	1647.197	0	0.036	0.638	0.049	63.327	0	0.036	0.851	0.076	63.083	0	3.26	38.481	5.371	5697.828	0	0.94	10.439	1.282	1642.645	0	0.892	13.264	1.071	1558.93	1.819	6.727	16.933	1.207	11758.641		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	others	all	1026	1077536	952.17							100553	9.33%					0	4.225	19.233	2.071	424811.167	0	0.21	10.617	0.423	21096.308	0	0.077	15.005	0.289	7720.221	0	0.048	1.671	0.089	4795.383	0	0.187	3.713	0.16	18801.548	0	1.343	22.913	1.573	135081.728	0	0.574	7.058	0.458	57690.877	0.29	5.97	16.882	1.224	600348.045		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	Treg	all	82	1077536	76.1							7379	0.68%					0.045	5.179	16.501	2.247	38217.335	0	2.206	14.701	1.483	16280.85	0	0.402	15.701	0.915	2966.893	0	0.034	1.406	0.08	251.019	0	2.871	40.803	5.071	21187.696	0	2.28	22.017	2.152	16824.196	0	0.877	7.068	0.762	6469.234	0	7.531	17.706	1.649	55567.744		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Strama	All	all	1330	1077536	1234.3							127200	11.80%					0	4.245	19.233	2.079	539912.563	0	0.471	19.426	1.165	59929.996	0	0.203	30.981	1.503	25764.823	0	0.049	3.219	0.108	6185.66	0	0.435	40.803	1.606	55395.422	0	1.973	39.333	2.661	251021.999	0	0.706	13.264	0.665	89787.126	0	6.216	18.965	1.425	790720.3		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	CD20	all	2	1546912	1.3							181	0.01%					0.344	4.319	9.522	0.85	781.759	0	0.537	3.471	0.069	97.257	0	4.12	20.486	0.375	745.679	0	0.023	0.361	0.008	4.131	0	0.28	1.719	0.313	50.636	0	1.083	6.24	1.579	196.068	3.383	9.254	24.497	0.425	1674.918	2.824	8.124	14.698	1.019	1470.51		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	CD4	all	3	1546912	1.9							96	0.01%					0.127	3.264	6.599	1.043	313.296	1.911	5.088	8.922	2.224	488.437	0	0.028	0.349	0.039	2.724	0	0.023	0.241	0.029	2.223	0	0.54	1.276	0.367	51.879	0.465	4.089	11.94	2.921	392.552	0.643	2.473	5.852	1.28	237.399	3.092	6.446	10.399	1.058	618.844		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	CD68	all	59	1546912	38.1							7992	0.52%					0	3.27	10.922	1.308	26131.116	0	0.718	8.342	0.747	5737.669	0	0.005	0.401	0.006	36.911	0	0.009	1.213	0.025	68.101	0	0.772	3.019	0.288	6166.271	0	8.021	31.632	3.735	64102.886	0	3.93	26.667	3.208	31406.485	2.289	6.532	14.373	1.025	52204.11		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	CD8	all	14	1546912	9.05							1343	0.09%					0.212	5.803	14.314	1.835	7792.939	0	0.127	1.699	0.236	170	0	0.054	1.921	0.129	72.266	0	0.677	3.7	0.301	909.412	0	0.311	1.098	0.126	417.984	0	1.115	9.687	1.069	1497.567	0.452	3.502	12.815	1.58	4703.072	1.906	6.726	12.024	1.369	9032.783		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	FoxP3	all	5	1546912	3.2							296	0.02%					0.229	3.052	11.831	1.761	903.288	0	1.085	5.696	0.89	321.072	0	0.028	0.592	0.098	8.318	0	0.011	0.609	0.035	3.322	0.211	18.803	41.712	11.565	5565.571	0	2.512	5.757	1.371	743.441	0.714	5.872	20.19	3.22	1738.213	1.552	5.742	12.932	2.039	1699.529		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	others	all	1475	1546912	953.51							236162	15.27%					0	3.901	20.546	1.922	921291.687	0	0.16	8.833	0.238	37782.002	0	0.056	16.445	0.189	13294.15	0	0.049	2.53	0.084	11496.264	0	0.157	4.535	0.139	37004.029	0	0.706	20.401	1.398	166829.086	0	8.251	39.206	4.536	1948546.253	0.722	5.823	16.6	1.293	1375099.754		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	Treg	all	42	1546912	27.2							3831	0.25%					0	3.356	13.751	1.828	12855.528	0	1.113	7.033	0.896	4265.647	0	0.331	13.162	1.543	1269.836	0	0.014	0.704	0.076	52.135	0	0.917	16.138	2.584	3511.297	0	3.995	17.647	2.595	15303.243	0	3.357	24.673	3.624	12860.665	1.439	6.482	15.627	1.102	24832.903		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Tumor	All	all	1625	1546912	1050.5							251072	16.23%					0	3.886	20.546	1.909	975782.765	0	0.195	8.922	0.443	49076.291	0	0.062	20.486	0.345	15472.063	0	0.05	3.7	0.111	12622.681	0	0.211	41.712	0.973	52914.992	0	0.994	31.632	2.204	249678.593	0	8.006	39.206	4.529	2009957.993	0.722	5.867	16.6	1.3	1472997.363		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Empty	CD20	all	0	3136	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Empty	CD4	all	0	3136	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Empty	CD68	all	0	3136	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Empty	CD8	all	0	3136	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Empty	FoxP3	all	0	3136	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-5055\Scan1\MSI	"14-5055_[19162,50768].im3"	Empty	others	all	0	3136	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-5055	0	0	0	0		
